  234    0.55737E+04    0.13659E+01    0.14818E-01    0.38221E+02
  235    0.55653E+04    0.14144E+01    0.14951E-01    0.39853E+02
  236    0.55564E+04    0.14649E+01    0.15083E-01    0.41484E+02
  237    0.55468E+04    0.15173E+01    0.15216E-01    0.43115E+02
  238    0.55367E+04    0.15717E+01    0.15349E-01    0.44744E+02
  239    0.55260E+04    0.16281E+01    0.15482E-01    0.46371E+02
  240    0.55148E+04    0.16866E+01    0.15616E-01    0.47995E+02
  241    0.55030E+04    0.17471E+01    0.15749E-01    0.49616E+02
  242    0.54906E+04    0.18097E+01    0.15882E-01    0.51232E+02
  243    0.54776E+04    0.18745E+01    0.16016E-01    0.52844E+02
  244    0.54641E+04    0.19415E+01    0.16149E-01    0.54450E+02
  245    0.54500E+04    0.20106E+01    0.16283E-01    0.56051E+02
  246    0.54353E+04    0.20820E+01    0.16416E-01    0.57644E+02
  247    0.54201E+04    0.21556E+01    0.16549E-01    0.59231E+02
  248    0.54043E+04    0.22315E+01    0.16683E-01    0.60809E+02
  249    0.53880E+04    0.23098E+01    0.16816E-01    0.62379E+02
  250    0.53710E+04    0.23903E+01    0.16949E-01    0.63939E+02
  251    0.53535E+04    0.24733E+01    0.17082E-01    0.65490E+02
  252    0.53355E+04    0.25586E+01    0.17216E-01    0.67029E+02
  253    0.53169E+04    0.26463E+01    0.17348E-01    0.68558E+02
  254    0.52978E+04    0.27362E+01    0.17481E-01    0.70075E+02
  255    0.52781E+04    0.28285E+01    0.17614E-01    0.71580E+02
  256    0.52580E+04    0.29230E+01    0.17746E-01    0.73072E+02
  257    0.52373E+04    0.30198E+01    0.17879E-01    0.74551E+02
  258    0.52162E+04    0.31187E+01    0.18011E-01    0.76015E+02
  259    0.51945E+04    0.32199E+01    0.18143E-01    0.77465E+02
  260    0.51724E+04    0.33233E+01    0.18274E-01    0.78899E+02
  261    0.51498E+04    0.34288E+01    0.18406E-01    0.80318E+02
  262    0.51268E+04    0.35365E+01    0.18537E-01    0.81721E+02
  263    0.51033E+04    0.36463E+01    0.18668E-01    0.83106E+02
  264    0.50794E+04    0.37582E+01    0.18799E-01    0.84474E+02
  265    0.50550E+04    0.38721E+01    0.18929E-01    0.85824E+02
  266    0.50303E+04    0.39881E+01    0.19059E-01    0.87155E+02
